episode,total_reward,avg_response_min,icu_surge_count,diversions,triage_accuracy,epsilon
1720,2918.23,1.62,4,3,78.0,0.0499
1721,3069.96,1.53,1,3,76.0,0.0499
1722,3147.59,1.62,5,4,78.0,0.0499
1723,2689.11,1.62,2,6,80.0,0.0499
1724,2632.8,1.52,4,6,78.0,0.0499
1725,2932.31,1.54,5,7,68.0,0.0499
1726,2860.95,1.6,2,7,90.0,0.0499
1727,3125.73,1.54,6,8,90.0,0.0499
1728,2937.11,1.46,1,7,80.0,0.0499
1729,2871.17,1.58,2,8,84.0,0.0499
1730,3211.58,1.54,4,5,84.0,0.0499
1731,3080.62,1.47,4,8,72.0,0.0499
1732,2577.44,1.58,4,6,78.0,0.0499
1733,2785.53,1.49,5,9,78.0,0.0499
1734,2991.95,1.66,8,8,70.0,0.0499
1735,3084.27,1.5,3,7,84.0,0.0499
1736,2874.11,1.55,6,6,72.0,0.0499
1737,3012.44,1.59,4,6,74.0,0.0499
1738,2738.19,1.6,5,5,78.0,0.0499
1739,3091.34,1.55,1,8,86.0,0.0499
1740,3096.47,1.69,7,8,68.0,0.0499
1741,2817.27,1.67,0,8,74.0,0.0499
1742,2945.92,1.58,1,6,70.0,0.0499
1743,2924.41,1.64,1,6,78.0,0.0499
1744,2922.1,1.58,0,8,84.0,0.0499
1745,2549.1,1.68,3,6,72.0,0.0499
1746,2838.15,1.46,4,6,80.0,0.0499
1747,3073.83,1.51,7,6,70.0,0.0499
1748,2679.42,1.52,1,2,78.0,0.0499
1749,2865.39,1.47,8,8,74.0,0.0499
1750,3335.83,1.58,3,6,84.0,0.0499
1751,2655.45,1.54,5,3,76.0,0.0499
1752,3046.46,1.51,6,8,76.0,0.0499
1753,2906.67,1.47,5,6,68.0,0.0499
1754,2906.1,1.58,1,6,86.0,0.0499
1755,3006.44,1.59,4,3,76.0,0.0499
1756,2869.82,1.65,6,6,70.0,0.0499
1757,2636.81,1.66,4,5,62.0,0.0499
1758,2996.23,1.49,2,3,74.0,0.0499
1759,3089.71,1.62,4,7,78.0,0.0499
1760,2863.69,1.52,6,6,76.0,0.0499
1761,2588.31,1.66,3,3,72.0,0.0499
1762,2993.42,1.53,1,3,72.0,0.0499
1763,2735.43,1.62,3,4,80.0,0.0499
1764,3156.3,1.67,1,5,76.0,0.0499
1765,3016.43,1.52,5,7,74.0,0.0499
1766,2788.17,1.61,4,6,68.0,0.0499
1767,3049.05,1.56,4,3,84.0,0.0499
1768,3118.59,1.57,4,4,80.0,0.0499
1769,2897.07,1.49,4,7,88.0,0.0499
1770,2703.0,1.54,5,12,80.0,0.0499
1771,2963.06,1.58,7,8,80.0,0.0499
1772,2929.53,1.66,4,10,80.0,0.0499
1773,2957.07,1.67,5,7,84.0,0.0499
1774,2773.12,1.63,6,7,84.0,0.0499
1775,3001.02,1.6,7,7,80.0,0.0499
1776,2686.33,1.62,4,5,82.0,0.0499
1777,2807.22,1.65,4,7,74.0,0.0499
1778,2796.59,1.54,7,9,74.0,0.0499
1779,3256.76,1.56,4,1,86.0,0.0499
1780,2960.81,1.61,2,3,82.0,0.0499
1781,3241.06,1.65,2,7,92.0,0.0499
1782,2821.27,1.56,4,3,80.0,0.0499
1783,3150.07,1.49,7,5,86.0,0.0499
1784,3066.12,1.65,4,5,86.0,0.0499
1785,2853.15,1.58,1,4,66.0,0.0499
1786,2864.81,1.53,5,5,92.0,0.0499
1787,2978.62,1.65,6,7,82.0,0.0499
1788,2979.38,1.51,4,8,90.0,0.0499
1789,2868.64,1.52,4,6,78.0,0.0499
1790,2667.01,1.67,2,6,80.0,0.0499
1791,3029.01,1.46,1,6,82.0,0.0499
1792,3004.65,1.54,1,3,80.0,0.0499
1793,2734.76,1.7,5,5,72.0,0.0499
1794,2769.24,1.61,2,4,70.0,0.0499
1795,3057.93,1.49,7,8,88.0,0.0499
1796,2892.46,1.59,3,8,78.0,0.0499
1797,2926.1,1.64,3,4,76.0,0.0499
1798,2578.4,1.58,3,4,78.0,0.0499
1799,2641.7,1.5,6,6,78.0,0.0499
1800,2948.84,1.58,5,6,80.0,0.0499
1801,2779.67,1.65,2,9,82.0,0.0499
1802,2856.09,1.65,8,6,82.0,0.0499
1803,2755.86,1.65,6,4,74.0,0.0499
1804,2974.7,1.61,4,4,80.0,0.0499
1805,3102.88,1.55,3,7,78.0,0.0499
1806,3106.91,1.52,6,6,90.0,0.0499
1807,3180.28,1.51,3,5,86.0,0.0499
1808,3025.96,1.57,5,5,82.0,0.0499
1809,2705.1,1.61,5,4,68.0,0.0499
1810,2799.31,1.53,1,4,80.0,0.0499
1811,2747.42,1.64,2,5,86.0,0.0499
1812,2753.67,1.63,6,9,88.0,0.0499
1813,3410.18,1.64,1,4,88.0,0.0499
1814,2920.4,1.53,4,6,76.0,0.0499
1815,2808.93,1.65,3,5,72.0,0.0499
1816,2810.79,1.58,2,5,86.0,0.0499
1817,2689.28,1.5,6,6,84.0,0.0499
1818,3103.47,1.48,4,7,80.0,0.0499
1819,2787.92,1.56,2,6,74.0,0.0499
1820,2849.28,1.71,6,4,80.0,0.0499
1821,2888.44,1.54,10,7,84.0,0.0499
1822,2745.55,1.61,2,3,78.0,0.0499
1823,2954.76,1.52,5,10,86.0,0.0499
1824,2539.42,1.57,3,5,76.0,0.0499
1825,2854.26,1.62,6,12,68.0,0.0499
1826,2946.84,1.62,4,6,74.0,0.0499
1827,3261.35,1.52,5,4,86.0,0.0499
1828,3047.63,1.62,5,8,78.0,0.0499
1829,2942.85,1.68,7,10,74.0,0.0499
1830,2925.88,1.63,8,6,80.0,0.0499
1831,2728.1,1.62,5,4,80.0,0.0499
1832,2786.21,1.73,2,5,70.0,0.0499
1833,3103.56,1.49,2,2,80.0,0.0499
1834,3235.17,1.65,1,3,86.0,0.0499
1835,3114.38,1.5,3,7,84.0,0.0499
1836,2653.3,1.64,7,10,80.0,0.0499
1837,2990.18,1.66,4,8,84.0,0.0499
1838,2765.41,1.58,3,3,82.0,0.0499
1839,2797.11,1.57,4,6,74.0,0.0499
1840,2777.49,1.6,6,11,74.0,0.0499
1841,2949.85,1.52,6,7,82.0,0.0499
1842,2537.58,1.6,0,5,86.0,0.0499
1843,2700.2,1.58,0,5,90.0,0.0499
1844,2893.75,1.49,2,7,78.0,0.0499
1845,2709.91,1.55,1,2,82.0,0.0499
1846,2722.56,1.59,4,7,88.0,0.0499
1847,2594.81,1.61,5,15,72.0,0.0499
1848,2847.75,1.51,3,6,80.0,0.0499
1849,2804.88,1.67,5,6,78.0,0.0499
1850,2725.2,1.54,5,7,80.0,0.0499
1851,2761.01,1.68,4,10,80.0,0.0499
1852,2845.0,1.62,4,3,82.0,0.0499
1853,2772.85,1.5,6,4,80.0,0.0499
1854,2967.64,1.66,4,8,84.0,0.0499
1855,2777.72,1.53,4,6,74.0,0.0499
1856,2957.76,1.58,6,6,78.0,0.0499
1857,2810.43,1.62,2,5,82.0,0.0499
1858,2838.46,1.61,4,4,78.0,0.0499
1859,2750.85,1.49,4,12,78.0,0.0499
1860,2606.98,1.59,5,3,74.0,0.0499
1861,2792.67,1.61,5,6,72.0,0.0499
1862,3054.2,1.52,4,3,86.0,0.0499
1863,3016.46,1.54,4,5,84.0,0.0499
1864,2546.97,1.61,3,2,80.0,0.0499
1865,2786.98,1.58,4,4,86.0,0.0499
1866,2929.6,1.57,2,9,78.0,0.0499
1867,2652.1,1.7,4,4,82.0,0.0499
1868,2983.61,1.58,6,7,80.0,0.0499
1869,2931.35,1.57,6,7,82.0,0.0499
1870,2907.08,1.5,5,9,66.0,0.0499
1871,2705.13,1.61,4,4,78.0,0.0499
1872,2737.96,1.56,5,2,84.0,0.0499
1873,2949.91,1.58,3,5,80.0,0.0499
1874,2720.6,1.56,5,6,78.0,0.0499
1875,3163.45,1.57,3,6,86.0,0.0499
1876,3053.69,1.58,4,7,86.0,0.0499
1877,2787.89,1.62,6,4,86.0,0.0499
1878,2703.47,1.56,7,5,80.0,0.0499
1879,2785.36,1.65,3,9,82.0,0.0499
1880,3155.74,1.6,5,7,82.0,0.0499
1881,2757.25,1.55,4,7,78.0,0.0499
1882,2748.45,1.58,3,8,84.0,0.0499
1883,3261.24,1.43,9,8,80.0,0.0499
1884,2873.87,1.65,5,3,84.0,0.0499
1885,3192.18,1.54,1,3,88.0,0.0499
1886,2859.31,1.55,5,7,78.0,0.0499
1887,2858.84,1.6,5,13,84.0,0.0499
1888,3022.54,1.51,3,5,86.0,0.0499
1889,2945.95,1.67,3,6,76.0,0.0499
1890,2992.5,1.55,5,5,80.0,0.0499
1891,2671.28,1.58,2,2,84.0,0.0499
1892,2782.75,1.6,5,5,80.0,0.0499
1893,2575.71,1.48,6,8,68.0,0.0499
1894,2965.77,1.64,7,11,82.0,0.0499
1895,3092.26,1.7,3,5,80.0,0.0499
1896,2741.48,1.66,1,4,82.0,0.0499
1897,3111.78,1.46,4,7,84.0,0.0499
1898,3254.65,1.47,4,5,84.0,0.0499
1899,2631.33,1.64,2,5,82.0,0.0499
1900,2931.6,1.53,6,9,82.0,0.0499
1901,2920.81,1.54,3,9,78.0,0.0499
1902,2866.79,1.66,3,7,72.0,0.0499
1903,3118.97,1.51,3,10,78.0,0.0499
1904,3216.22,1.55,2,8,86.0,0.0499
1905,2952.2,1.58,5,6,72.0,0.0499
1906,3449.55,1.38,2,9,94.0,0.0499
1907,2911.39,1.59,1,7,72.0,0.0499
1908,3076.81,1.57,1,5,82.0,0.0499
1909,3302.55,1.39,6,8,90.0,0.0499
1910,2715.27,1.61,2,4,78.0,0.0499
1911,3255.64,1.55,7,11,86.0,0.0499
1912,2883.4,1.44,3,4,76.0,0.0499
1913,3254.01,1.55,3,1,76.0,0.0499
1914,2785.7,1.53,5,9,78.0,0.0499
1915,3008.51,1.71,3,8,80.0,0.0499
1916,2900.37,1.57,8,10,76.0,0.0499
1917,2888.52,1.65,1,5,84.0,0.0499
1918,2890.5,1.64,5,3,74.0,0.0499
1919,2952.07,1.65,3,8,82.0,0.0499
1920,2688.68,1.64,6,6,82.0,0.0499
1921,2852.28,1.57,5,7,72.0,0.0499
1922,2661.12,1.68,3,2,78.0,0.0499
1923,3215.77,1.52,2,3,76.0,0.0499
1924,3071.84,1.6,2,5,82.0,0.0499
1925,3037.8,1.56,4,6,90.0,0.0499
1926,2782.43,1.64,7,4,76.0,0.0499
1927,2963.95,1.55,5,8,72.0,0.0499
1928,2860.26,1.52,3,6,76.0,0.0499
1929,2994.31,1.59,5,11,84.0,0.0499
1930,3125.03,1.6,7,7,88.0,0.0499
1931,3248.78,1.46,3,9,82.0,0.0499
1932,3078.47,1.61,6,9,78.0,0.0499
1933,2675.22,1.61,8,7,90.0,0.0499
1934,2916.54,1.55,6,9,78.0,0.0499
1935,3108.1,1.51,2,7,82.0,0.0499
1936,2992.97,1.52,4,1,72.0,0.0499
1937,2648.61,1.67,4,6,84.0,0.0499
1938,2750.3,1.71,8,6,70.0,0.0499
1939,2873.43,1.63,7,9,86.0,0.0499
1940,2937.81,1.54,3,6,82.0,0.0499
1941,2841.92,1.55,3,7,68.0,0.0499
1942,2858.53,1.59,7,6,92.0,0.0499
1943,2617.99,1.67,2,8,72.0,0.0499
1944,3068.28,1.55,2,3,74.0,0.0499
1945,2969.21,1.49,1,3,80.0,0.0499
1946,2946.95,1.52,3,6,66.0,0.0499
1947,2846.56,1.55,5,5,82.0,0.0499
1948,2711.83,1.62,4,5,88.0,0.0499
1949,2866.37,1.61,5,6,84.0,0.0499
1950,2809.94,1.52,3,8,80.0,0.0499
1951,2929.44,1.53,4,4,80.0,0.0499
1952,3047.27,1.54,4,8,72.0,0.0499
1953,2696.75,1.66,6,6,76.0,0.0499
1954,2771.78,1.6,5,6,82.0,0.0499
1955,2966.64,1.7,3,4,80.0,0.0499
1956,2812.51,1.66,3,5,78.0,0.0499
1957,2690.48,1.66,5,11,70.0,0.0499
1958,2903.41,1.59,8,12,70.0,0.0499
1959,3040.65,1.5,4,4,78.0,0.0499
1960,3419.11,1.53,3,4,76.0,0.0499
1961,3267.96,1.59,3,5,84.0,0.0499
1962,3198.17,1.57,3,5,70.0,0.0499
1963,2949.56,1.55,3,6,84.0,0.0499
1964,3082.79,1.53,2,2,80.0,0.0499
1965,2931.39,1.49,2,5,84.0,0.0499
1966,2775.01,1.54,9,5,78.0,0.0499
1967,3082.09,1.53,7,6,80.0,0.0499
1968,2739.69,1.54,4,3,72.0,0.0499
1969,3142.87,1.58,3,3,78.0,0.0499
1970,2922.72,1.61,3,2,82.0,0.0499
1971,2930.68,1.62,5,5,80.0,0.0499
1972,2829.69,1.68,4,5,80.0,0.0499
1973,3114.69,1.56,2,4,76.0,0.0499
1974,3071.76,1.59,4,5,78.0,0.0499
1975,2850.38,1.58,2,8,78.0,0.0499
1976,2988.61,1.45,5,4,76.0,0.0499
1977,2921.05,1.44,1,4,80.0,0.0499
1978,2898.86,1.58,7,3,78.0,0.0499
1979,2830.31,1.66,2,3,72.0,0.0499
1980,3047.54,1.59,3,3,70.0,0.0499
1981,2925.62,1.51,4,6,76.0,0.0499
1982,3005.61,1.55,1,5,78.0,0.0499
1983,3301.47,1.54,4,7,76.0,0.0499
1984,3185.12,1.48,5,6,84.0,0.0499
1985,2807.48,1.44,3,6,72.0,0.0499
1986,3078.35,1.52,5,9,82.0,0.0499
1987,3338.33,1.36,3,8,88.0,0.0499
1988,3426.43,1.54,1,5,76.0,0.0499
1989,3095.17,1.53,3,7,68.0,0.0499
1990,2705.18,1.6,5,6,78.0,0.0499
1991,3072.6,1.5,2,9,88.0,0.0499
1992,3090.18,1.39,3,7,80.0,0.0499
1993,2655.09,1.66,4,3,72.0,0.0499
1994,2806.91,1.74,5,5,90.0,0.0499
1995,2693.23,1.57,10,12,72.0,0.0499
1996,2894.12,1.6,4,8,84.0,0.0499
1997,3364.23,1.56,6,5,86.0,0.0499
1998,3025.89,1.5,2,3,82.0,0.0499
1999,3180.48,1.48,4,11,72.0,0.0499
2000,3040.07,1.63,1,5,84.0,0.0499
